startLon;startLat;destLon;destLat;driveMode;maxSpeed
31.53493;-25.460457;31.591958;-24.994678;3;47
31.53493;-25.460457;31.915333;-25.115829;3;68
31.779859;-24.389864;31.89404;-25.362301;3;51
31.482268;-24.979422;31.591958;-24.994678;3;66
31.591958;-24.994678;31.89404;-25.362301;3;70
31.591958;-24.994678;31.53493;-25.460457;3;45
31.915333;-25.115829;31.53493;-25.460457;3;58
31.89404;-25.362301;31.779859;-24.389864;3;63
31.591958;-24.994678;31.482268;-24.979422;3;45
31.89404;-25.362301;31.591958;-24.994678;3;53
31.53493;-25.460457;31.591958;-24.994678;3;53
31.53493;-25.460457;31.915333;-25.115829;3;66
31.779859;-24.389864;31.89404;-25.362301;3;47
31.482268;-24.979422;31.591958;-24.994678;3;64
31.591958;-24.994678;31.89404;-25.362301;3;62
31.591958;-24.994678;31.53493;-25.460457;3;53
31.915333;-25.115829;31.53493;-25.460457;3;59
31.89404;-25.362301;31.779859;-24.389864;3;63
31.591958;-24.994678;31.482268;-24.979422;3;60
31.89404;-25.362301;31.591958;-24.994678;3;65
31.53493;-25.460457;31.591958;-24.994678;3;69
31.53493;-25.460457;31.915333;-25.115829;3;47
31.779859;-24.389864;31.89404;-25.362301;3;54
31.482268;-24.979422;31.591958;-24.994678;3;49
31.591958;-24.994678;31.89404;-25.362301;3;50
31.591958;-24.994678;31.53493;-25.460457;3;63
31.915333;-25.115829;31.53493;-25.460457;3;70
31.89404;-25.362301;31.779859;-24.389864;3;60
31.591958;-24.994678;31.482268;-24.979422;3;69
31.89404;-25.362301;31.591958;-24.994678;3;52
31.53493;-25.460457;31.591958;-24.994678;3;53
31.53493;-25.460457;31.915333;-25.115829;3;66
31.779859;-24.389864;31.89404;-25.362301;3;59
31.482268;-24.979422;31.591958;-24.994678;3;51
31.591958;-24.994678;31.89404;-25.362301;3;68
31.591958;-24.994678;31.53493;-25.460457;3;56
31.915333;-25.115829;31.53493;-25.460457;3;60
31.89404;-25.362301;31.779859;-24.389864;3;59
31.591958;-24.994678;31.482268;-24.979422;3;61
31.89404;-25.362301;31.591958;-24.994678;3;68
31.53493;-25.460457;31.591958;-24.994678;3;67
31.53493;-25.460457;31.915333;-25.115829;3;49
31.779859;-24.389864;31.89404;-25.362301;3;66
31.482268;-24.979422;31.591958;-24.994678;3;46
31.591958;-24.994678;31.89404;-25.362301;3;46
31.591958;-24.994678;31.53493;-25.460457;3;61
31.915333;-25.115829;31.53493;-25.460457;3;63
31.89404;-25.362301;31.779859;-24.389864;3;45
31.591958;-24.994678;31.482268;-24.979422;3;50
31.89404;-25.362301;31.591958;-24.994678;3;69
31.53493;-25.460457;31.591958;-24.994678;3;60
31.53493;-25.460457;31.915333;-25.115829;3;70
31.779859;-24.389864;31.89404;-25.362301;3;49
31.482268;-24.979422;31.591958;-24.994678;3;57
31.591958;-24.994678;31.89404;-25.362301;3;51
31.591958;-24.994678;31.53493;-25.460457;3;70
31.915333;-25.115829;31.53493;-25.460457;3;47
31.89404;-25.362301;31.779859;-24.389864;3;53
31.591958;-24.994678;31.482268;-24.979422;3;61
31.89404;-25.362301;31.591958;-24.994678;3;58
31.53493;-25.460457;31.591958;-24.994678;3;65
31.53493;-25.460457;31.915333;-25.115829;3;66
31.779859;-24.389864;31.89404;-25.362301;3;47
31.482268;-24.979422;31.591958;-24.994678;3;49
31.591958;-24.994678;31.89404;-25.362301;3;52
31.591958;-24.994678;31.53493;-25.460457;3;46
31.915333;-25.115829;31.53493;-25.460457;3;51
31.89404;-25.362301;31.779859;-24.389864;3;59
31.591958;-24.994678;31.482268;-24.979422;3;48
31.89404;-25.362301;31.591958;-24.994678;3;47
31.53493;-25.460457;31.591958;-24.994678;3;65
31.53493;-25.460457;31.915333;-25.115829;3;61
31.779859;-24.389864;31.89404;-25.362301;3;48
31.482268;-24.979422;31.591958;-24.994678;3;47
31.591958;-24.994678;31.89404;-25.362301;3;45
31.591958;-24.994678;31.53493;-25.460457;3;56
31.915333;-25.115829;31.53493;-25.460457;3;52
31.89404;-25.362301;31.779859;-24.389864;3;53
31.591958;-24.994678;31.482268;-24.979422;3;48
31.89404;-25.362301;31.591958;-24.994678;3;70
31.53493;-25.460457;31.591958;-24.994678;3;45
31.53493;-25.460457;31.915333;-25.115829;3;58
31.779859;-24.389864;31.89404;-25.362301;3;52
31.482268;-24.979422;31.591958;-24.994678;3;53
31.591958;-24.994678;31.89404;-25.362301;3;67
31.591958;-24.994678;31.53493;-25.460457;3;50
31.915333;-25.115829;31.53493;-25.460457;3;57
31.89404;-25.362301;31.779859;-24.389864;3;49
31.591958;-24.994678;31.482268;-24.979422;3;52
31.89404;-25.362301;31.591958;-24.994678;3;54
31.53493;-25.460457;31.591958;-24.994678;3;46
31.53493;-25.460457;31.915333;-25.115829;3;46
31.779859;-24.389864;31.89404;-25.362301;3;45
31.482268;-24.979422;31.591958;-24.994678;3;52
31.591958;-24.994678;31.89404;-25.362301;3;47
31.591958;-24.994678;31.53493;-25.460457;3;67
31.915333;-25.115829;31.53493;-25.460457;3;61
31.89404;-25.362301;31.779859;-24.389864;3;66
31.591958;-24.994678;31.482268;-24.979422;3;51
31.89404;-25.362301;31.591958;-24.994678;3;62
31.53493;-25.460457;31.591958;-24.994678;3;53
31.53493;-25.460457;31.915333;-25.115829;3;63
31.779859;-24.389864;31.89404;-25.362301;3;69
31.482268;-24.979422;31.591958;-24.994678;3;47
31.591958;-24.994678;31.89404;-25.362301;3;65
31.591958;-24.994678;31.53493;-25.460457;3;60
31.915333;-25.115829;31.53493;-25.460457;3;67
31.89404;-25.362301;31.779859;-24.389864;3;67
31.591958;-24.994678;31.482268;-24.979422;3;61
31.89404;-25.362301;31.591958;-24.994678;3;65
31.53493;-25.460457;31.591958;-24.994678;3;46
31.53493;-25.460457;31.915333;-25.115829;3;49
31.779859;-24.389864;31.89404;-25.362301;3;46
31.482268;-24.979422;31.591958;-24.994678;3;66
31.591958;-24.994678;31.89404;-25.362301;3;62
31.591958;-24.994678;31.53493;-25.460457;3;51
31.915333;-25.115829;31.53493;-25.460457;3;48
31.89404;-25.362301;31.779859;-24.389864;3;67
31.591958;-24.994678;31.482268;-24.979422;3;54
31.89404;-25.362301;31.591958;-24.994678;3;59
31.53493;-25.460457;31.591958;-24.994678;3;52
31.53493;-25.460457;31.915333;-25.115829;3;68
31.779859;-24.389864;31.89404;-25.362301;3;52
31.482268;-24.979422;31.591958;-24.994678;3;54
31.591958;-24.994678;31.89404;-25.362301;3;50
31.591958;-24.994678;31.53493;-25.460457;3;52
31.915333;-25.115829;31.53493;-25.460457;3;46
31.89404;-25.362301;31.779859;-24.389864;3;50
31.591958;-24.994678;31.482268;-24.979422;3;66
31.89404;-25.362301;31.591958;-24.994678;3;66
31.53493;-25.460457;31.591958;-24.994678;3;56
31.53493;-25.460457;31.915333;-25.115829;3;46
31.779859;-24.389864;31.89404;-25.362301;3;52
31.482268;-24.979422;31.591958;-24.994678;3;56
31.591958;-24.994678;31.89404;-25.362301;3;54
31.591958;-24.994678;31.53493;-25.460457;3;60
31.915333;-25.115829;31.53493;-25.460457;3;58
31.89404;-25.362301;31.779859;-24.389864;3;68
31.591958;-24.994678;31.482268;-24.979422;3;67
31.89404;-25.362301;31.591958;-24.994678;3;69
31.53493;-25.460457;31.591958;-24.994678;3;54
31.53493;-25.460457;31.915333;-25.115829;3;55
31.779859;-24.389864;31.89404;-25.362301;3;59
31.482268;-24.979422;31.591958;-24.994678;3;62
31.591958;-24.994678;31.89404;-25.362301;3;62
31.591958;-24.994678;31.53493;-25.460457;3;58
31.915333;-25.115829;31.53493;-25.460457;3;70
31.89404;-25.362301;31.779859;-24.389864;3;45
31.591958;-24.994678;31.482268;-24.979422;3;50
31.89404;-25.362301;31.591958;-24.994678;3;63
31.53493;-25.460457;31.591958;-24.994678;3;68
31.53493;-25.460457;31.915333;-25.115829;3;54
31.779859;-24.389864;31.89404;-25.362301;3;54
31.482268;-24.979422;31.591958;-24.994678;3;69
31.591958;-24.994678;31.89404;-25.362301;3;55
31.591958;-24.994678;31.53493;-25.460457;3;55
31.915333;-25.115829;31.53493;-25.460457;3;53
31.89404;-25.362301;31.779859;-24.389864;3;47
31.591958;-24.994678;31.482268;-24.979422;3;64
31.89404;-25.362301;31.591958;-24.994678;3;58
31.53493;-25.460457;31.591958;-24.994678;3;50
31.53493;-25.460457;31.915333;-25.115829;3;64
31.779859;-24.389864;31.89404;-25.362301;3;67
31.482268;-24.979422;31.591958;-24.994678;3;53
31.591958;-24.994678;31.89404;-25.362301;3;49
31.591958;-24.994678;31.53493;-25.460457;3;53
31.915333;-25.115829;31.53493;-25.460457;3;62
31.89404;-25.362301;31.779859;-24.389864;3;64
31.591958;-24.994678;31.482268;-24.979422;3;61
31.89404;-25.362301;31.591958;-24.994678;3;70
31.53493;-25.460457;31.591958;-24.994678;3;57
31.53493;-25.460457;31.915333;-25.115829;3;68
31.779859;-24.389864;31.89404;-25.362301;3;46
31.482268;-24.979422;31.591958;-24.994678;3;53
31.591958;-24.994678;31.89404;-25.362301;3;64
31.591958;-24.994678;31.53493;-25.460457;3;66
31.915333;-25.115829;31.53493;-25.460457;3;49
31.89404;-25.362301;31.779859;-24.389864;3;59
31.591958;-24.994678;31.482268;-24.979422;3;69
31.89404;-25.362301;31.591958;-24.994678;3;65
31.53493;-25.460457;31.591958;-24.994678;3;65
31.53493;-25.460457;31.915333;-25.115829;3;58
31.779859;-24.389864;31.89404;-25.362301;3;57
31.482268;-24.979422;31.591958;-24.994678;3;45
31.591958;-24.994678;31.89404;-25.362301;3;53
31.591958;-24.994678;31.53493;-25.460457;3;64
31.915333;-25.115829;31.53493;-25.460457;3;56
31.89404;-25.362301;31.779859;-24.389864;3;66
31.591958;-24.994678;31.482268;-24.979422;3;47
31.89404;-25.362301;31.591958;-24.994678;3;66
31.53493;-25.460457;31.591958;-24.994678;3;47
31.53493;-25.460457;31.915333;-25.115829;3;64
31.779859;-24.389864;31.89404;-25.362301;3;50
31.482268;-24.979422;31.591958;-24.994678;3;55
31.591958;-24.994678;31.89404;-25.362301;3;56
31.591958;-24.994678;31.53493;-25.460457;3;47
31.915333;-25.115829;31.53493;-25.460457;3;47
31.89404;-25.362301;31.779859;-24.389864;3;52
31.591958;-24.994678;31.482268;-24.979422;3;61
31.89404;-25.362301;31.591958;-24.994678;3;53
31.53493;-25.460457;31.591958;-24.994678;3;63
31.53493;-25.460457;31.915333;-25.115829;3;46
31.779859;-24.389864;31.89404;-25.362301;3;49
31.482268;-24.979422;31.591958;-24.994678;3;56
31.591958;-24.994678;31.89404;-25.362301;3;57
31.591958;-24.994678;31.53493;-25.460457;3;45
31.915333;-25.115829;31.53493;-25.460457;3;69
31.89404;-25.362301;31.779859;-24.389864;3;58
31.591958;-24.994678;31.482268;-24.979422;3;59
31.89404;-25.362301;31.591958;-24.994678;3;55
31.53493;-25.460457;31.591958;-24.994678;3;63
31.53493;-25.460457;31.915333;-25.115829;3;70
31.779859;-24.389864;31.89404;-25.362301;3;62
31.482268;-24.979422;31.591958;-24.994678;3;48
31.591958;-24.994678;31.89404;-25.362301;3;46
31.591958;-24.994678;31.53493;-25.460457;3;66
31.915333;-25.115829;31.53493;-25.460457;3;58
31.89404;-25.362301;31.779859;-24.389864;3;68
31.591958;-24.994678;31.482268;-24.979422;3;69
31.89404;-25.362301;31.591958;-24.994678;3;62
31.53493;-25.460457;31.591958;-24.994678;3;64
31.53493;-25.460457;31.915333;-25.115829;3;69
31.779859;-24.389864;31.89404;-25.362301;3;56
31.482268;-24.979422;31.591958;-24.994678;3;64
31.591958;-24.994678;31.89404;-25.362301;3;61
31.591958;-24.994678;31.53493;-25.460457;3;52
31.915333;-25.115829;31.53493;-25.460457;3;53
31.89404;-25.362301;31.779859;-24.389864;3;53
31.591958;-24.994678;31.482268;-24.979422;3;62
31.89404;-25.362301;31.591958;-24.994678;3;57
31.53493;-25.460457;31.591958;-24.994678;3;53
31.53493;-25.460457;31.915333;-25.115829;3;49
31.779859;-24.389864;31.89404;-25.362301;3;65
31.482268;-24.979422;31.591958;-24.994678;3;55
31.591958;-24.994678;31.89404;-25.362301;3;60
31.591958;-24.994678;31.53493;-25.460457;3;54
31.915333;-25.115829;31.53493;-25.460457;3;61
31.89404;-25.362301;31.779859;-24.389864;3;47
31.591958;-24.994678;31.482268;-24.979422;3;66
31.89404;-25.362301;31.591958;-24.994678;3;59
31.53493;-25.460457;31.591958;-24.994678;3;56
31.53493;-25.460457;31.915333;-25.115829;3;47
31.779859;-24.389864;31.89404;-25.362301;3;61
31.482268;-24.979422;31.591958;-24.994678;3;68
31.591958;-24.994678;31.89404;-25.362301;3;45
31.591958;-24.994678;31.53493;-25.460457;3;46
31.915333;-25.115829;31.53493;-25.460457;3;48
31.89404;-25.362301;31.779859;-24.389864;3;48
31.591958;-24.994678;31.482268;-24.979422;3;65
31.89404;-25.362301;31.591958;-24.994678;3;59
31.53493;-25.460457;31.591958;-24.994678;3;47
31.53493;-25.460457;31.915333;-25.115829;3;50
31.779859;-24.389864;31.89404;-25.362301;3;69
31.482268;-24.979422;31.591958;-24.994678;3;52
31.591958;-24.994678;31.89404;-25.362301;3;53
31.591958;-24.994678;31.53493;-25.460457;3;70
31.915333;-25.115829;31.53493;-25.460457;3;46
31.89404;-25.362301;31.779859;-24.389864;3;48
31.591958;-24.994678;31.482268;-24.979422;3;66
31.89404;-25.362301;31.591958;-24.994678;3;63
31.53493;-25.460457;31.591958;-24.994678;3;61
31.53493;-25.460457;31.915333;-25.115829;3;47
31.779859;-24.389864;31.89404;-25.362301;3;46
31.482268;-24.979422;31.591958;-24.994678;3;61
31.591958;-24.994678;31.89404;-25.362301;3;65
31.591958;-24.994678;31.53493;-25.460457;3;49
31.915333;-25.115829;31.53493;-25.460457;3;53
31.89404;-25.362301;31.779859;-24.389864;3;63
31.591958;-24.994678;31.482268;-24.979422;3;53
31.89404;-25.362301;31.591958;-24.994678;3;51
31.53493;-25.460457;31.591958;-24.994678;3;53
31.53493;-25.460457;31.915333;-25.115829;3;70
31.779859;-24.389864;31.89404;-25.362301;3;53
31.482268;-24.979422;31.591958;-24.994678;3;70
31.591958;-24.994678;31.89404;-25.362301;3;48
31.591958;-24.994678;31.53493;-25.460457;3;62
31.915333;-25.115829;31.53493;-25.460457;3;50
31.89404;-25.362301;31.779859;-24.389864;3;70
31.591958;-24.994678;31.482268;-24.979422;3;57
31.89404;-25.362301;31.591958;-24.994678;3;57
31.53493;-25.460457;31.591958;-24.994678;3;46
31.53493;-25.460457;31.915333;-25.115829;3;47
31.779859;-24.389864;31.89404;-25.362301;3;51
31.482268;-24.979422;31.591958;-24.994678;3;49
31.591958;-24.994678;31.89404;-25.362301;3;66
31.591958;-24.994678;31.53493;-25.460457;3;52
31.915333;-25.115829;31.53493;-25.460457;3;46
31.89404;-25.362301;31.779859;-24.389864;3;70
31.591958;-24.994678;31.482268;-24.979422;3;49
31.89404;-25.362301;31.591958;-24.994678;3;58
31.53493;-25.460457;31.591958;-24.994678;3;61
31.53493;-25.460457;31.915333;-25.115829;3;59
31.779859;-24.389864;31.89404;-25.362301;3;65
31.482268;-24.979422;31.591958;-24.994678;3;51
31.591958;-24.994678;31.89404;-25.362301;3;66
31.591958;-24.994678;31.53493;-25.460457;3;66
31.915333;-25.115829;31.53493;-25.460457;3;61
31.89404;-25.362301;31.779859;-24.389864;3;59
31.591958;-24.994678;31.482268;-24.979422;3;52
31.89404;-25.362301;31.591958;-24.994678;3;56
31.53493;-25.460457;31.591958;-24.994678;3;62
31.53493;-25.460457;31.915333;-25.115829;3;52
31.779859;-24.389864;31.89404;-25.362301;3;46
31.482268;-24.979422;31.591958;-24.994678;3;50
31.591958;-24.994678;31.89404;-25.362301;3;68
31.591958;-24.994678;31.53493;-25.460457;3;50
31.915333;-25.115829;31.53493;-25.460457;3;67
31.89404;-25.362301;31.779859;-24.389864;3;52
31.591958;-24.994678;31.482268;-24.979422;3;69
31.89404;-25.362301;31.591958;-24.994678;3;63
31.53493;-25.460457;31.591958;-24.994678;3;45
31.53493;-25.460457;31.915333;-25.115829;3;61
31.779859;-24.389864;31.89404;-25.362301;3;45
31.482268;-24.979422;31.591958;-24.994678;3;47
31.591958;-24.994678;31.89404;-25.362301;3;66
31.591958;-24.994678;31.53493;-25.460457;3;66
31.915333;-25.115829;31.53493;-25.460457;3;46
31.89404;-25.362301;31.779859;-24.389864;3;47
31.591958;-24.994678;31.482268;-24.979422;3;55
31.89404;-25.362301;31.591958;-24.994678;3;55
31.53493;-25.460457;31.591958;-24.994678;3;45
31.53493;-25.460457;31.915333;-25.115829;3;65
31.779859;-24.389864;31.89404;-25.362301;3;50
31.482268;-24.979422;31.591958;-24.994678;3;65
31.591958;-24.994678;31.89404;-25.362301;3;67
31.591958;-24.994678;31.53493;-25.460457;3;63
31.915333;-25.115829;31.53493;-25.460457;3;46
31.89404;-25.362301;31.779859;-24.389864;3;52
31.591958;-24.994678;31.482268;-24.979422;3;48
31.89404;-25.362301;31.591958;-24.994678;3;51
31.53493;-25.460457;31.591958;-24.994678;3;68
31.53493;-25.460457;31.915333;-25.115829;3;52
31.779859;-24.389864;31.89404;-25.362301;3;61
31.482268;-24.979422;31.591958;-24.994678;3;67
31.591958;-24.994678;31.89404;-25.362301;3;59
31.591958;-24.994678;31.53493;-25.460457;3;69
31.915333;-25.115829;31.53493;-25.460457;3;59
31.89404;-25.362301;31.779859;-24.389864;3;51
31.591958;-24.994678;31.482268;-24.979422;3;52
31.89404;-25.362301;31.591958;-24.994678;3;56
31.53493;-25.460457;31.591958;-24.994678;3;60
31.53493;-25.460457;31.915333;-25.115829;3;63
31.779859;-24.389864;31.89404;-25.362301;3;45
31.482268;-24.979422;31.591958;-24.994678;3;60
31.591958;-24.994678;31.89404;-25.362301;3;47
31.591958;-24.994678;31.53493;-25.460457;3;45
31.915333;-25.115829;31.53493;-25.460457;3;68
31.89404;-25.362301;31.779859;-24.389864;3;51
31.591958;-24.994678;31.482268;-24.979422;3;52
31.89404;-25.362301;31.591958;-24.994678;3;56
31.53493;-25.460457;31.591958;-24.994678;3;50
31.53493;-25.460457;31.915333;-25.115829;3;54
31.779859;-24.389864;31.89404;-25.362301;3;65
31.482268;-24.979422;31.591958;-24.994678;3;47
31.591958;-24.994678;31.89404;-25.362301;3;66
31.591958;-24.994678;31.53493;-25.460457;3;55
31.915333;-25.115829;31.53493;-25.460457;3;50
31.89404;-25.362301;31.779859;-24.389864;3;70
31.591958;-24.994678;31.482268;-24.979422;3;61
31.89404;-25.362301;31.591958;-24.994678;3;50
31.53493;-25.460457;31.591958;-24.994678;3;58
31.53493;-25.460457;31.915333;-25.115829;3;49
31.779859;-24.389864;31.89404;-25.362301;3;57
31.482268;-24.979422;31.591958;-24.994678;3;55
31.591958;-24.994678;31.89404;-25.362301;3;59
31.591958;-24.994678;31.53493;-25.460457;3;52
31.915333;-25.115829;31.53493;-25.460457;3;55
31.89404;-25.362301;31.779859;-24.389864;3;51
31.591958;-24.994678;31.482268;-24.979422;3;45
31.89404;-25.362301;31.591958;-24.994678;3;69
31.53493;-25.460457;31.591958;-24.994678;3;49
31.53493;-25.460457;31.915333;-25.115829;3;64
31.779859;-24.389864;31.89404;-25.362301;3;67
31.482268;-24.979422;31.591958;-24.994678;3;54
31.591958;-24.994678;31.89404;-25.362301;3;58
31.591958;-24.994678;31.53493;-25.460457;3;46
31.915333;-25.115829;31.53493;-25.460457;3;61
31.89404;-25.362301;31.779859;-24.389864;3;56
31.591958;-24.994678;31.482268;-24.979422;3;69
31.89404;-25.362301;31.591958;-24.994678;3;56
31.53493;-25.460457;31.591958;-24.994678;3;69
31.53493;-25.460457;31.915333;-25.115829;3;55
31.779859;-24.389864;31.89404;-25.362301;3;69
31.482268;-24.979422;31.591958;-24.994678;3;70
31.591958;-24.994678;31.89404;-25.362301;3;52
31.591958;-24.994678;31.53493;-25.460457;3;55
31.915333;-25.115829;31.53493;-25.460457;3;70
31.89404;-25.362301;31.779859;-24.389864;3;59
31.591958;-24.994678;31.482268;-24.979422;3;56
31.89404;-25.362301;31.591958;-24.994678;3;45
31.53493;-25.460457;31.591958;-24.994678;3;66
31.53493;-25.460457;31.915333;-25.115829;3;51
31.779859;-24.389864;31.89404;-25.362301;3;55
31.482268;-24.979422;31.591958;-24.994678;3;61
31.591958;-24.994678;31.89404;-25.362301;3;55
31.591958;-24.994678;31.53493;-25.460457;3;67
31.915333;-25.115829;31.53493;-25.460457;3;55
31.89404;-25.362301;31.779859;-24.389864;3;49
31.591958;-24.994678;31.482268;-24.979422;3;60
31.89404;-25.362301;31.591958;-24.994678;3;66
31.53493;-25.460457;31.591958;-24.994678;3;59
31.53493;-25.460457;31.915333;-25.115829;3;52
31.779859;-24.389864;31.89404;-25.362301;3;59
31.482268;-24.979422;31.591958;-24.994678;3;64
31.591958;-24.994678;31.89404;-25.362301;3;57
31.591958;-24.994678;31.53493;-25.460457;3;55
31.915333;-25.115829;31.53493;-25.460457;3;52
31.89404;-25.362301;31.779859;-24.389864;3;59
31.591958;-24.994678;31.482268;-24.979422;3;56
