Name,Type,Access,lon,lat,geometry
Camp Shawu,Concession camp,Private,31.972177391823756,-25.307692051189377,POINT (31.97217739182376 -25.30769205118938)
Singita Lebombo Lodge,Concession camp,Private,31.97769440214757,-24.452305584640136,POINT (31.97769440214757 -24.45230558464014)
Rhino Walking Sleep-out Camp,Concession camp,Private,31.65811398801292,-24.839319333151238,POINT (31.65811398801292 -24.83931933315124)
Rhino Walking Plains Camp,Concession camp,Private,31.656137411888945,-24.87296182545409,POINT (31.65613741188895 -24.87296182545409)
Rhino Post Lodge,Concession camp,Private,31.65932497461822,-24.923808945820475,POINT (31.65932497461822 -24.92380894582048)
Lukimbi Lodge,Concession camp,Private,31.682989961009113,-25.365359931213902,POINT (31.68298996100911 -25.3653599312139)
Lukimbi Flycamp 2,Concession camp,Private,31.63579000103769,-25.3551499664963,POINT (31.63579000103769 -25.3551499664963)
Lukimbi Flycamp 1,Concession camp,Private,31.66487000092802,-25.351889975398198,POINT (31.66487000092802 -25.3518899753982)
Shishangeni Lodge,Concession camp,Private,31.9749721907478,-25.3889999670383,POINT (31.9749721907478 -25.3889999670383)
Jock Flycamp,Concession camp,Private,31.523606393347762,-25.17104316541424,POINT (31.52360639334776 -25.17104316541424)
Main Jock Lodge,Concession camp,Private,31.56410562135095,-25.216420400108028,POINT (31.56410562135095 -25.21642040010803)
Tinga Narina,Concession camp,Private,31.562683314219523,-24.962366661772617,POINT (31.56268331421952 -24.96236666177262)
Tinga Legends,Concession camp,Private,31.583116700134642,-24.971716676947302,POINT (31.58311670013464 -24.9717166769473)
Hoyo Hoyo Tsonga Lodge,Concession camp,Private,31.597469763593242,-24.600009867100834,POINT (31.59746976359324 -24.60000986710083)
Imbali Staff Village,Concession camp,Private,31.62765999980084,-24.595649976597723,POINT (31.62765999980084 -24.59564997659772)
Imbali Safari Lodge,Concession camp,Private,31.62986999986812,-24.60097997736502,POINT (31.62986999986812 -24.60097997736502)
Hamiltons Tented Camp,Concession camp,Private,31.672889999849012,-24.624159977567025,POINT (31.67288999984901 -24.62415997756703)
Hamiltons Staff Village,Concession camp,Private,31.672320000230734,-24.62596997754549,POINT (31.67232000023073 -24.62596997754549)
Pafuri Camp,Concession camp,Private,31.22954237890589,-22.42001804563658,POINT (31.22954237890589 -22.42001804563658)
The Outpost Lodge,Concession camp,Private,31.08424978322876,-22.440222268853155,POINT (31.08424978322876 -22.44022226885316)
Nkambeni Safari Camp,Concession camp,Private,31.19399327387164,-25.13494696864503,POINT (31.19399327387164 -25.13494696864503)
Fitzpatricks Lodge at Jock,Concession camp,Private,31.566953334065836,-25.223945546574495,POINT (31.56695333406584 -25.22394554657449)
Ngala Safari Lodge,Concession camp,Private,31.32113414614493,-24.381386743461466,POINT (31.32113414614493 -24.38138674346147)
South African Wildlife College,Concession camp,Private,31.334817762765482,-24.540876886131386,POINT (31.33481776276548 -24.54087688613139)
Singita Sweni Lodge,Concession camp,Private,31.980531651769585,-24.454066552082576,POINT (31.98053165176959 -24.45406655208258)
Mathikithi Trails,Trails camp,Private,31.728986778903487,-24.436280099951336,POINT (31.72898677890349 -24.43628009995134)
Frazersrus,HR camp,Private,31.30806770168271,-23.481001561109714,POINT (31.30806770168271 -23.48100156110971)
Phabeni EE centre,EE Centre,Private,31.235230869127733,-25.034204597622438,POINT (31.23523086912773 -25.03420459762244)
EcoTraining Makuleke Camp,Concession camp,Private,31.17155150685546,-22.357727973552702,POINT (31.17155150685546 -22.3577279735527)
Mondzo,Unspecified,Private,31.733585896242005,-24.313051070437254,POINT (31.733585896242 -24.31305107043725)
Pafuri Border Camp,Bush Lodge,Private,31.310660645080336,-22.449682509956997,POINT (31.31066064508034 -22.449682509957)
Mdluli lodge,Concession camp,Private,31.230012921211404,-25.18669766248043,POINT (31.2300129212114 -25.18669766248043)
Crocodile Bridge,KNP Gate,Public,31.89258657143726,-25.358480632913864,POINT (31.89258657143726 -25.35848063291386)
Malelane,KNP Gate,Public,31.5322480748238,-25.462242036021298,POINT (31.5322480748238 -25.4622420360213)
Numbi,KNP Gate,Public,31.19779114628988,-25.155235225028587,POINT (31.19779114628988 -25.15523522502859)
Pafuri,KNP Gate,Public,31.04128207709203,-22.399849267439016,POINT (31.04128207709203 -22.39984926743902)
Phalaborwa,KNP Gate,Public,31.166061973814458,-23.94570262899793,POINT (31.16606197381446 -23.94570262899793)
Punda Maria,KNP Gate,Public,31.01048065058071,-22.737288654024038,POINT (31.01048065058071 -22.73728865402404)
Paul Kruger,KNP Gate,Public,31.484825272079146,-24.981054292519527,POINT (31.48482527207915 -24.98105429251953)
Orpen,KNP Gate,Public,31.390454263127054,-24.481379204477278,POINT (31.39045426312705 -24.48137920447728)
Pafuri Port of Entry,Port of Entry,Public,31.315532880688636,-22.449221181672495,POINT (31.31553288068864 -22.4492211816725)
Phabeni,KNP Gate,Public,31.24188273415545,-25.02502054780226,POINT (31.24188273415545 -25.02502054780226)
Giriyondo Port of Entry,Port of Entry,Public,31.659574820129603,-23.58432299609762,POINT (31.6595748201296 -23.58432299609762)
Orpen Boom Gate,KNP Gate,Public,31.372259218347416,-24.54197578776526,POINT (31.37225921834742 -24.54197578776526)
Toulon,Private Gate,Private,31.59396974486089,-24.96715575704369,POINT (31.59396974486089 -24.96715575704369)
Afsaal,Picnic spot,Public,31.53269626733633,-25.286789254237572,POINT (31.53269626733633 -25.28678925423757)
Mooiplaas,Picnic spot,Public,31.440983610993285,-23.55588202201327,POINT (31.44098361099329 -23.55588202201327)
Muzandzeni,Picnic spot,Public,31.63474241890218,-24.481674645113298,POINT (31.63474241890218 -24.4816746451133)
Nkuhlu,Picnic spot,Public,31.76912183793491,-24.996922590710945,POINT (31.76912183793491 -24.99692259071094)
Pafuri,Picnic spot,Public,31.24738867021921,-22.42275782892085,POINT (31.24738867021921 -22.42275782892085)
Timbavati,Picnic spot,Public,31.64534762231894,-24.26056900622681,POINT (31.64534762231894 -24.26056900622681)
Tshokwane,Picnic spot,Public,31.85916694013708,-24.78573412730833,POINT (31.85916694013708 -24.78573412730833)
Babalala,Picnic spot,Public,31.25167622150451,-22.904966168896124,POINT (31.25167622150451 -22.90496616889612)
Nhlanguleni,Picnic spot,Public,31.656527903038292,-24.710113479224106,POINT (31.65652790303829 -24.71011347922411)
Nwanetsi,Picnic spot,Public,31.976122628414036,-24.457998476419313,POINT (31.97612262841404 -24.45799847641931)
Albasini Ruins,Get out point,Public,31.240115065574038,-25.021236815542583,POINT (31.24011506557404 -25.02123681554258)
Hippo Pool,Look out point,Public,31.86890052488502,-25.36701048780074,POINT (31.86890052488502 -25.36701048780074)
Kruger Tablets,Get out point,Public,31.774686314469573,-24.871976162169908,POINT (31.77468631446957 -24.87197616216991)
Masorini,Picnic spot,Public,31.267113395997047,-23.92162285576397,POINT (31.26711339599705 -23.92162285576397)
Mlondozi Dam,Picnic spot,Public,31.934926933661632,-25.035623583559637,POINT (31.93492693366163 -25.03562358355964)
Nkumbe,Get out point,Public,31.894948829819654,-24.857749965387143,POINT (31.89494882981965 -24.85774996538714)
N'wamanzi,Get out point,Public,31.667503236244187,-24.017052735248424,POINT (31.66750323624419 -24.01705273524842)
Orpen Dam,Get out point,Public,31.89770069355486,-24.792116124845972,POINT (31.89770069355486 -24.79211612484597)
Rabelais' Hut,Get out point,Public,31.468457594876547,-24.468426691431464,POINT (31.46845759487655 -24.46842669143146)
Stevenson Hamilton,Get out point,Public,31.597658076396606,-25.103987245803008,POINT (31.59765807639661 -25.10398724580301)
Tshanga,Get out point,Public,31.233390896715402,-23.226886937063533,POINT (31.2333908967154 -23.22688693706353)
Longwe,Get out point,Public,31.641982012505625,-23.82577252410974,POINT (31.64198201250563 -23.82577252410974)
Mathekenyane - Granokop,Get out point,Public,31.552431134383955,-25.067125861077756,POINT (31.55243113438395 -25.06712586107776)
Renosterpan,Look out point,Public,31.50812167971648,-25.323720913277228,POINT (31.50812167971648 -25.32372091327723)
Nyamundwa,Look out point,Public,31.333663030468433,-25.024526046528393,POINT (31.33366303046843 -25.02452604652839)
Olifant Drinkgat,Look out point,Public,31.747981925915976,-24.897443592326013,POINT (31.74798192591598 -24.89744359232601)
Baobab Tree,Look out point,Public,31.787697594844534,-24.618589484094862,POINT (31.78769759484453 -24.61858948409486)
Mondzweni,Look out point,Public,31.638425811970247,-24.558964353848054,POINT (31.63842581197025 -24.55896435384805)
Bobbejaankrans,Look out point,Public,31.523347147894572,-24.405110688564896,POINT (31.52334714789457 -24.4051106885649)
Mingerhout,Look out point,Public,31.499144255827247,-23.760852614564843,POINT (31.49914425582725 -23.76085261456484)
Red Rocks,Get out point,Public,31.293729890182828,-23.181067841353787,POINT (31.29372989018283 -23.18106784135379)
Shipirivirhi,Dam,Public,31.375437646957312,-23.110770067627598,POINT (31.37543764695731 -23.1107700676276)
Dzundwini,Look out point,Public,31.15709970959575,-22.76981331790337,POINT (31.15709970959575 -22.76981331790337)
Thulamela,Look out point,Public,31.194861865698197,-22.432472535502136,POINT (31.1948618656982 -22.43247253550214)
Witsand,Dam,Public,30.99422537978498,-22.666602103173453,POINT (30.99422537978498 -22.66660210317345)
Mazanje,Dam,Public,31.194034411613817,-22.56551541540586,POINT (31.19403441161382 -22.56551541540586)
Nwambu,Dam,Public,31.31872747232464,-23.370154291333556,POINT (31.31872747232464 -23.37015429133356)
Olifantsbad Pan,Pan,Public,31.33042628455548,-23.332658969747285,POINT (31.33042628455548 -23.33265896974729)
Matjulu,Look out point,Public,31.436456361706284,-25.40283250384494,POINT (31.43645636170628 -25.40283250384494)
Silwervis,Look out point,Public,31.22165137626085,-23.216155436289707,POINT (31.22165137626085 -23.21615543628971)
Magamba,Dam,Public,31.194229864041066,-22.769095532581503,POINT (31.19422986404107 -22.7690955325815)
Berg-en-Dal,Day visitor,Public,31.45280475205421,-25.445208724686708,POINT (31.45280475205421 -25.44520872468671)
Pretoriuskop,Day visitor,Public,31.258045228768253,-25.15607514035913,POINT (31.25804522876825 -25.15607514035913)
Skukuza,Day visitor,Public,31.598375855393787,-24.992208341278907,POINT (31.59837585539379 -24.99220834127891)
Lower Sabie,Day visitor,Public,31.915255803889647,-25.12034628193006,POINT (31.91525580388965 -25.12034628193006)
Satara,Day visitor,Public,31.7795378796596,-24.391625046275575,POINT (31.7795378796596 -24.39162504627557)
Letaba,Day visitor,Public,31.574951658974257,-23.855258225218403,POINT (31.57495165897426 -23.8552582252184)
Mopani,Day visitor,Public,31.39838504206678,-23.520748867526205,POINT (31.39838504206678 -23.5207488675262)
Shingwedzi,Day visitor,Public,31.43320394250226,-23.10820234829369,POINT (31.43320394250226 -23.10820234829369)
Look out,Get out point,Public,31.568503936855763,-24.407885160529226,POINT (31.56850393685576 -24.40788516052923)
View point,Look out point,Public,31.89441344327222,-24.850085425840998,POINT (31.89441344327222 -24.850085425841)
Olifants,Get out point,Public,31.77479177795547,-23.98192000373445,POINT (31.77479177795547 -23.98192000373445)
Makhadzi,Picnic spot,Public,31.62125804945483,-23.690705301672942,POINT (31.62125804945483 -23.69070530167294)
Punda Maria EE Centre,Picnic spot,Public,31.013220023348676,-22.73441921843412,POINT (31.01322002334868 -22.73441921843412)
Afsaal,Borehole,Public,31.53319,-25.28517,POINT (31.53319 -25.28517)
Ampie,Borehole,Public,31.52741,-25.35544,POINT (31.52741 -25.35544)
Babalala,Borehole,Public,31.24928,-22.90582,POINT (31.24928 -22.90582)
Babalala,Borehole,Public,31.24928,-22.90582,POINT (31.24928 -22.90582)
Balule,Borehole,Public,31.73373,-24.05454,POINT (31.73373 -24.05454)
Bangu,Borehole,Public,31.82136,-24.109,POINT (31.82136 -24.109)
Berg en Dal (previously Matjulu dam),"Dam, concrete",Public,31.45126,-25.42546,POINT (31.45126 -25.42546)
Boulders rest camp,Borehole,Public,31.3795,-23.6069,POINT (31.3795 -23.6069)
Bowker Kop,Borehole,Public,31.40047,-23.49789,POINT (31.40047 -23.49789)
Bowker Kop,Borehole,Public,31.40047,-23.49789,POINT (31.40047 -23.49789)
Boyela No. 1,Borehole,Public,31.28558,-22.94192,POINT (31.28558 -22.94192)
Boyela No. 1,Borehole,Public,31.28558,-22.94192,POINT (31.28558 -22.94192)
Boyela No. 1,Borehole,Public,31.28558,-22.94192,POINT (31.28558 -22.94192)
Brak Kol,Borehole,Public,31.4748,-25.2539,POINT (31.4748 -25.2539)
Coetzer,Borehole,Public,31.0214,-22.6961,POINT (31.0214 -22.6961)
Crocodile Bridge rest camp,Borehole,Public,31.8947,-25.3536,POINT (31.8947 -25.3536)
De Laporte,Borehole,Public,31.5691,-25.05813,POINT (31.5691 -25.05813)
Eendrag,Borehole,Public,31.33172,-23.4042,POINT (31.33172 -23.4042)
Engelhard Dam,"Dam, concrete weir",Public,31.63766,-23.83712,POINT (31.63766 -23.83712)
Erfplaas,Borehole,Public,31.30303,-23.92063,POINT (31.30303 -23.92063)
Frazers Rus,Borehole,Public,31.31343,-23.48262,POINT (31.31343 -23.48262)
Gezantfombi,"Dam, concrete",Public,31.87876,-25.33097,POINT (31.87876 -25.33097)
Girivana No. 1,Borehole,Public,31.5816,-24.3586,POINT (31.5816 -24.3586)
Girivana No. 1,Borehole,Public,31.5816,-24.3586,POINT (31.5816 -24.3586)
Gomondwane No. 1,Borehole,Public,31.84552,-25.25464,POINT (31.84552 -25.25464)
Gomondwane No. 1,Borehole,Public,31.84552,-25.25464,POINT (31.84552 -25.25464)
Gomondwane No. 1,Borehole,Public,31.84552,-25.25464,POINT (31.84552 -25.25464)
Grysbok,Borehole,Public,31.34872,-23.4515,POINT (31.34872 -23.4515)
Gudzani,"Dam, concrete",Public,31.92411,-24.36281,POINT (31.92411 -24.36281)
Hamiltons Camp,Borehole,Public,31.66413,-24.6164,POINT (31.66413 -24.6164)
Hillside No. 1,Borehole,Public,31.913,-24.96862,POINT (31.913 -24.96862)
Hillside No. 1,Borehole,Public,31.913,-24.96862,POINT (31.913 -24.96862)
Jock of the Bushveld No. 1,Borehole,Public,31.5639,-25.2105,POINT (31.5639 -25.2105)
Jock of the Bushveld No. 1,Borehole,Public,31.5639,-25.2105,POINT (31.5639 -25.2105)
Kanniedood,"Dam, concrete",Public,31.45457,-23.12675,POINT (31.45457 -23.12675)
Klein Shawu,Borehole,Public,31.4841,-23.64132,POINT (31.4841 -23.64132)
Klopper Fontein,"Dam, concrete",Public,31.17171,-22.62867,POINT (31.17171 -22.62867)
Klopper Fontein No. 1,Borehole,Public,31.16501,-22.63666,POINT (31.16501 -22.63666)
Klopper Fontein No. 1,Borehole,Public,31.16501,-22.63666,POINT (31.16501 -22.63666)
Komapiti,Borehole,Public,31.39655,-25.21855,POINT (31.39655 -25.21855)
Kumana,"Dam, earthen",Public,31.79528,-24.61963,POINT (31.79528 -24.61963)
Kumana No. 1,Borehole,Public,31.79523,-24.61845,POINT (31.79523 -24.61845)
Kumana No. 1,Borehole,Public,31.79523,-24.61845,POINT (31.79523 -24.61845)
Kwaggas Pan,Borehole,Public,31.55894,-25.14479,POINT (31.55894 -25.14479)
Lake Panic (lower),"Dam, earthen",Public,31.57438,-24.98509,POINT (31.57438 -24.98509)
Lake Panic (upper),"Dam, earthen",Public,31.57008,-24.98173,POINT (31.57008 -24.98173)
Lamont,Borehole,Public,31.40492,-23.0713,POINT (31.40492 -23.0713)
Letaba rest camp,Borehole,Public,31.5714,-23.8544,POINT (31.5714 -23.8544)
Lisbon Weir,"Dam, concrete",Public,31.43134,-24.98383,POINT (31.43134 -24.98383)
Louis se gat (Mbuhle),Borehole,Public,31.45727,-23.11,POINT (31.45727 -23.11)
Machangani No. 1,Borehole,Public,31.22687,-23.91843,POINT (31.22687 -23.91843)
Machangani No. 1,Borehole,Public,31.22687,-23.91843,POINT (31.22687 -23.91843)
Magamba No. 1,Borehole,Public,31.19412,-22.76925,POINT (31.19412 -22.76925)
Magamba No. 1,Borehole,Public,31.19412,-22.76925,POINT (31.19412 -22.76925)
Magamba No. 1,Borehole,Public,31.19412,-22.76925,POINT (31.19412 -22.76925)
Makhadzi,Borehole,Public,31.6195,-23.69553,POINT (31.6195 -23.69553)
Malelane Gate No. 1,Borehole,Public,31.5083,-25.48028,POINT (31.5083 -25.48028)
Malelane Gate No. 1,Borehole,Public,31.5083,-25.48028,POINT (31.5083 -25.48028)
Malelane Gate No. 1,Borehole,Public,31.5083,-25.48028,POINT (31.5083 -25.48028)
Malelane Gate No. 1,Borehole,Public,31.5083,-25.48028,POINT (31.5083 -25.48028)
Malopenyana,Borehole,Public,31.54238,-23.70972,POINT (31.54238 -23.70972)
Mantimahle dam,"Dam, earthen",Public,31.73029,-24.89878,POINT (31.73029 -24.89878)
Manzimhlophe No. 1,Borehole,Public,31.73529,-24.84305,POINT (31.73529 -24.84305)
Manzimhlophe No. 1,Borehole,Public,31.73529,-24.84305,POINT (31.73529 -24.84305)
Maroela,Borehole,Public,31.39856,-24.45689,POINT (31.39856 -24.45689)
Mashagadzi,Borehole,Public,31.41997,-23.14042,POINT (31.41997 -23.14042)
Mashikiri No. 1,Borehole,Public,31.18178,-22.58691,POINT (31.18178 -22.58691)
Mashikiri No. 1,Borehole,Public,31.18178,-22.58691,POINT (31.18178 -22.58691)
Masorini,Borehole,Public,31.27442,-23.92665,POINT (31.27442 -23.92665)
Matjulu No. 1,Borehole,Public,31.4365,-25.40305,POINT (31.4365 -25.40305)
Matjulu No. 1,Borehole,Public,31.4365,-25.40305,POINT (31.4365 -25.40305)
Mazithi,"Dam, earthen",Public,31.83596,-24.72157,POINT (31.83596 -24.72157)
Mestel,"Dam, earthen",Public,31.215,-25.11726,POINT (31.215 -25.11726)
Mhisana Mond No. 1,Borehole,Public,31.71928,-24.61517,POINT (31.71928 -24.61517)
Mhisana Mond No. 1,Borehole,Public,31.71928,-24.61517,POINT (31.71928 -24.61517)
Mingerhout,"Dam, concrete weir",Public,31.49958,-23.75916,POINT (31.49958 -23.75916)
Mlondozi No. 1,Borehole,Public,31.9331,-25.03712,POINT (31.9331 -25.03712)
Mlondozi No. 1,Borehole,Public,31.9331,-25.03712,POINT (31.9331 -25.03712)
Mlondozi,"Dam, earthen",Public,31.92907,-25.03528,POINT (31.92907 -25.03528)
Mooiplaas,"Dam, earthen",Public,31.44371,-23.53151,POINT (31.44371 -23.53151)
Mooiplaas Picnic Site,Borehole,Public,31.44215,-23.54001,POINT (31.44215 -23.54001)
Mooiplaas Ranger Quarters,Borehole,Public,31.4405,-23.53854,POINT (31.4405 -23.53854)
Mopani,Borehole,Public,31.4,-23.5267,POINT (31.4 -23.5267)
Mpondo,"Dam, earthen",Public,31.71681,-25.20195,POINT (31.71681 -25.20195)
